Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,HasMortgage,HasDependents,HasCoSigner,Default,EmploymentType_Part-time,EmploymentType_Self-employed,EmploymentType_Unemployed,MaritalStatus_Married,MaritalStatus_Single,LoanPurpose_Business,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other
59,20847,153295,826,60,3,4.86,12,0.36,0,0,0,1,0,True,False,False,False,False,False,False,False,True
37,45522,222716,820,9,4,16.95,36,0.6,1,1,1,0,0,False,False,True,False,False,False,False,False,True
31,134572,16306,820,109,2,13.18,24,0.46,1,0,0,0,0,False,True,False,False,False,False,False,True,False
65,141480,157138,744,28,3,20.75,12,0.12,3,1,0,1,0,False,True,False,False,True,False,False,True,False
48,15199,52288,339,101,2,24.95,12,0.62,0,1,0,1,1,False,False,True,False,False,False,False,False,False
49,63146,229925,824,15,1,3.78,36,0.77,0,0,1,1,0,False,True,False,False,False,False,False,False,False
25,53077,152567,350,119,2,18.13,60,0.15,3,0,1,0,0,False,False,False,True,False,False,True,False,False
21,19635,201606,499,77,1,18.99,36,0.71,0,0,0,0,1,False,False,True,True,False,True,False,False,False
46,126212,57544,807,82,1,22.81,60,0.31,3,1,1,0,0,False,True,False,False,True,False,False,False,False
60,136183,234851,836,109,1,21.57,24,0.15,0,0,1,0,0,False,True,False,False,False,False,False,False,True
37,106891,216994,499,43,4,21.54,12,0.74,3,1,1,1,0,False,True,False,False,False,False,False,True,False
67,88111,203951,426,109,2,18.9,36,0.31,1,1,1,0,0,False,False,True,False,True,False,True,False,False
55,143272,151857,447,7,1,17.19,60,0.43,1,0,1,1,0,True,False,False,False,True,False,False,True,False
32,121885,19076,363,83,4,6.51,60,0.42,1,1,0,0,0,True,False,False,False,True,False,True,False,False
37,34696,246570,337,113,4,20.32,24,0.76,2,1,0,0,1,False,False,False,True,False,False,False,False,False
57,33605,234883,820,84,1,8.59,12,0.36,3,1,1,1,0,False,True,False,False,True,False,False,False,False
27,50071,97573,588,97,1,12.53,24,0.12,0,0,1,0,0,False,True,False,False,False,False,False,False,True
52,70792,188621,536,49,4,7.25,12,0.56,1,1,0,0,0,False,True,False,True,False,True,False,False,False
38,108760,163925,842,109,4,2.64,12,0.4,2,0,1,1,0,True,False,False,False,True,False,True,False,False
54,147805,23016,520,118,4,13.48,24,0.66,1,1,0,0,0,False,False,False,True,False,False,False,False,False
66,72816,165667,477,84,1,15.01,36,0.72,2,1,1,1,0,False,False,True,False,True,False,False,False,False
55,94291,80961,789,113,2,12.09,48,0.38,0,0,1,0,0,False,True,False,True,False,False,False,False,False
57,120367,91833,478,45,3,21.61,12,0.27,0,0,0,1,0,False,False,True,True,False,False,False,True,False
38,32652,147026,359,21,3,8.79,12,0.28,2,1,0,1,0,False,False,True,False,False,False,True,False,False
65,96895,108017,788,14,2,9.72,24,0.57,1,1,1,0,0,False,True,False,True,False,False,False,True,False
31,29120,120874,625,80,1,12.25,36,0.52,2,1,1,1,0,False,True,False,False,True,False,False,True,False
60,110097,222650,737,82,2,16.38,60,0.68,3,0,1,0,0,False,False,True,False,True,False,False,False,False
60,40191,223553,727,55,2,7.39,48,0.56,3,1,1,0,0,False,False,False,True,False,False,False,False,False
31,141241,244353,531,23,3,10.35,60,0.22,0,1,0,1,0,True,False,False,False,False,False,False,False,False
44,41707,104940,527,73,3,6.23,36,0.73,1,1,1,1,0,False,False,True,False,False,False,False,False,False
22,36628,19862,841,109,1,11.33,24,0.56,3,0,1,1,0,False,True,False,True,False,False,False,False,False
20,96531,186260,594,26,2,19.34,60,0.28,0,1,1,0,0,False,False,True,True,False,False,False,True,False
47,116122,8056,458,38,2,15.61,24,0.85,2,1,0,1,1,False,False,True,False,True,False,False,False,False
44,40468,62979,816,59,2,21.16,48,0.72,0,1,0,1,0,True,False,False,False,False,False,True,False,False
39,132239,67732,520,96,4,10.68,60,0.42,1,1,1,0,0,False,False,False,True,False,False,True,False,False
25,141556,193420,305,77,3,17.24,24,0.11,3,0,1,0,0,False,False,False,False,True,False,False,False,True
23,94990,237260,676,14,1,9.7,36,0.14,0,0,0,1,0,False,False,True,True,False,False,False,False,True
37,144965,18330,501,28,3,15.29,24,0.81,1,0,1,0,0,True,False,False,True,False,False,False,False,True
29,26895,176619,550,111,1,4.73,12,0.5,2,0,0,1,0,False,False,True,True,False,False,False,False,False
40,56984,194677,781,1,1,7.2,36,0.46,1,1,0,1,0,False,False,False,True,False,False,False,False,False
52,17272,225471,569,68,2,3.09,48,0.33,1,0,0,0,0,False,True,False,False,True,False,False,False,True
58,58588,242993,849,6,2,11.11,24,0.37,3,0,0,0,0,True,False,False,False,True,False,False,False,False
38,17177,99583,585,11,3,20.51,60,0.13,3,1,1,1,0,False,False,True,True,False,False,False,True,False
29,31283,96376,815,88,4,8.1,60,0.59,1,1,1,1,0,False,False,True,True,False,False,False,False,True
31,53558,31277,806,1,4,24.05,60,0.63,3,1,1,0,0,False,True,False,False,False,False,False,False,True
51,129848,52636,447,118,3,11.23,12,0.74,3,0,0,1,0,True,False,False,False,False,False,False,False,False
45,107356,227517,461,78,2,7.05,60,0.6,0,0,1,1,0,False,True,False,True,False,False,False,False,True
32,142736,73002,531,61,3,13.78,24,0.88,3,0,0,0,0,True,False,False,False,True,False,True,False,False
49,34976,210730,422,79,2,11.49,24,0.38,0,0,0,0,0,True,False,False,False,True,True,False,False,False
49,107461,63090,717,2,3,24.31,48,0.73,2,0,1,1,0,True,False,False,False,True,False,False,False,False
50,119277,162815,313,18,3,21.65,48,0.66,1,1,1,1,0,False,False,False,False,True,False,True,False,False
22,124548,153535,530,48,1,8.82,12,0.48,1,0,1,0,0,False,False,True,True,False,False,True,False,False
61,45084,235727,677,68,1,9.01,12,0.43,3,1,1,0,0,False,False,False,True,False,False,False,False,True
57,44744,72820,377,46,4,15.41,36,0.21,2,1,0,1,0,False,True,False,True,False,False,False,True,False
40,18835,101055,470,74,2,12.74,12,0.62,1,0,0,1,0,True,False,False,False,True,False,False,False,False
51,18559,9592,376,109,3,13.88,12,0.34,1,0,1,1,0,False,True,False,True,False,False,False,False,True
64,132312,10661,390,7,1,9.98,24,0.56,2,0,0,1,0,False,False,False,False,False,True,False,False,False
64,71094,59811,450,75,1,11.79,48,0.25,1,1,0,0,1,False,True,False,True,False,False,True,False,False
43,40488,52464,781,69,1,11.9,12,0.9,3,1,1,1,0,True,False,False,True,False,False,False,True,False
58,61136,147748,695,20,2,7.3,12,0.45,1,0,0,0,0,False,False,False,False,False,False,False,False,False
36,26013,174874,300,3,1,17.01,36,0.29,3,1,1,0,0,False,False,True,True,False,False,False,False,True
54,87133,37072,306,60,2,15.51,24,0.18,0,0,0,0,0,False,False,True,False,False,False,True,False,False
29,49476,18944,758,63,2,14.04,12,0.52,3,0,0,0,0,False,True,False,True,False,False,True,False,False
34,124805,207842,830,88,4,23.78,36,0.46,1,0,1,0,0,False,False,True,False,False,False,False,True,False
63,57098,23361,745,103,2,5.36,24,0.72,2,0,1,1,0,False,False,True,False,False,False,False,True,False
67,62833,7322,470,56,4,19.22,36,0.67,2,0,0,0,0,False,False,True,False,True,False,True,False,False
56,32313,178442,398,50,3,8.41,48,0.39,2,1,1,0,0,False,True,False,False,True,False,False,True,False
56,80291,248187,781,71,2,16.49,24,0.68,1,1,1,1,0,True,False,False,False,False,False,False,False,False
23,34143,40820,814,25,1,16.66,48,0.46,1,0,0,0,0,True,False,False,False,False,False,False,True,False
54,83641,117315,543,47,1,7.84,36,0.39,3,1,0,1,0,False,False,True,False,True,True,False,False,False
44,100025,38945,652,26,4,10.72,24,0.44,2,1,0,1,0,False,False,True,False,False,False,False,False,False
20,139967,22103,366,119,1,19.23,48,0.8,2,0,0,0,0,False,True,False,True,False,False,False,False,True
47,79367,244901,742,14,3,16.04,24,0.59,2,1,1,0,0,False,True,False,False,True,False,True,False,False
58,102126,106800,638,11,4,11.89,36,0.47,1,0,0,0,0,True,False,False,False,False,False,False,False,True
39,85929,239079,437,100,1,4.23,12,0.14,3,1,0,1,0,False,False,False,True,False,False,False,True,False
28,44618,219452,827,114,3,4.07,60,0.36,1,0,1,1,0,True,False,False,False,True,False,False,False,False
21,32528,205215,564,50,4,12.14,24,0.55,1,1,0,0,0,False,False,False,False,True,False,False,False,False
57,111927,198454,653,87,1,9.04,12,0.75,1,0,1,1,0,True,False,False,False,False,False,False,False,False
65,68744,78317,769,74,3,7.13,60,0.57,2,1,1,1,0,False,False,True,True,False,False,False,False,True
47,114037,48306,541,66,2,23.92,24,0.84,2,0,1,0,1,False,False,True,False,True,False,False,False,True
52,103392,95738,529,14,4,19.33,12,0.79,0,0,1,0,0,False,False,False,False,True,False,False,True,False
53,129964,127054,560,54,3,11.72,24,0.16,1,1,0,1,0,True,False,False,False,False,True,False,False,False
49,59610,184494,418,33,3,15.66,12,0.36,1,0,1,0,0,False,False,True,True,False,True,False,False,False
45,72639,237627,775,60,1,18.93,60,0.5,2,1,0,1,0,False,False,True,False,True,False,True,False,False
64,119229,108722,730,106,2,19.0,12,0.73,0,0,0,0,0,False,False,False,False,True,False,False,True,False
55,44323,169951,580,108,1,16.45,24,0.16,3,0,1,0,0,True,False,False,False,True,True,False,False,False
27,147582,74734,634,26,2,14.81,24,0.2,1,1,0,0,0,False,False,False,False,True,False,True,False,False
42,115312,242065,315,81,4,6.22,36,0.67,3,1,0,0,0,True,False,False,False,True,False,True,False,False
65,98003,47522,412,99,1,23.24,24,0.8,1,1,1,0,0,False,False,False,False,True,False,False,False,False
44,50022,115630,437,26,4,9.88,36,0.68,2,1,1,0,0,False,False,True,True,False,False,True,False,False
43,40972,192056,365,31,4,9.66,36,0.88,1,1,1,1,0,False,True,False,False,False,False,True,False,False
43,20423,173558,644,44,2,16.76,24,0.17,3,1,1,1,0,False,False,True,False,True,True,False,False,False
40,44643,80755,431,57,3,2.4,60,0.39,3,1,0,1,0,False,True,False,True,False,True,False,False,False
64,79663,81551,336,67,3,7.65,12,0.31,0,0,0,1,0,False,False,False,True,False,True,False,False,False
21,71042,224266,793,28,4,6.95,60,0.43,2,0,1,0,0,False,False,False,True,False,False,False,False,False
38,22277,7659,303,73,1,22.84,36,0.52,0,0,0,1,0,False,True,False,True,False,False,False,True,False
28,111943,22080,333,52,2,5.05,12,0.5,0,0,1,0,1,False,True,False,False,False,True,False,False,False
45,23827,37060,584,62,2,7.18,48,0.81,3,1,0,0,1,False,True,False,False,False,False,False,False,True
53,34112,39854,389,6,4,8.9,24,0.47,0,1,0,1,0,True,False,False,False,True,False,False,True,False
46,69570,30331,643,43,1,12.88,24,0.22,0,1,1,1,0,True,False,False,False,True,False,False,False,True
64,83577,132443,442,86,4,14.92,60,0.29,3,0,0,1,0,True,False,False,False,False,False,False,False,False
60,78749,184992,602,95,1,5.18,60,0.19,0,0,0,0,0,True,False,False,False,True,False,False,False,False
33,78958,85082,495,103,2,21.08,60,0.1,1,1,1,0,0,False,False,True,False,False,False,False,True,False
61,146130,138849,626,21,2,2.66,12,0.43,2,0,0,0,0,False,False,True,False,False,False,False,True,False
35,92307,66539,733,17,1,3.35,24,0.27,3,0,1,1,0,False,False,False,True,False,False,True,False,False
43,135403,35342,821,4,1,22.53,12,0.52,3,0,0,0,0,True,False,False,False,True,False,False,True,False
58,42230,127356,400,45,4,19.9,12,0.22,0,1,0,1,0,False,False,False,True,False,False,False,False,False
40,29007,213030,489,46,3,23.74,60,0.83,2,0,1,1,0,False,False,False,False,True,False,False,False,False
57,92348,215679,506,96,2,8.83,12,0.22,2,0,1,1,0,False,True,False,False,True,False,True,False,False
50,142908,12517,329,109,3,15.24,60,0.16,1,1,1,0,0,False,True,False,False,True,True,False,False,False
46,116842,108619,842,76,3,13.32,36,0.61,2,1,1,0,0,False,False,False,False,False,False,False,False,False
68,116279,8019,821,89,3,8.61,36,0.39,3,1,1,0,0,True,False,False,False,False,True,False,False,False
43,125340,232680,813,117,2,7.64,36,0.24,3,1,1,0,0,True,False,False,False,False,False,False,False,False
64,82016,15819,808,48,1,17.61,60,0.67,0,0,0,1,0,False,False,True,False,False,False,False,False,True
19,119844,47622,475,112,3,6.88,48,0.65,0,1,0,0,1,False,True,False,False,True,False,False,True,False
21,141733,42700,752,61,1,9.34,24,0.5,1,0,1,0,0,True,False,False,False,True,False,False,False,False
55,83471,136037,593,79,3,17.11,60,0.41,2,0,1,0,0,False,True,False,True,False,True,False,False,False
69,130392,105724,816,63,1,3.29,24,0.5,1,1,1,1,0,False,True,False,False,True,False,False,False,True
52,67478,35111,672,66,2,3.05,48,0.41,0,0,1,0,0,False,False,True,True,False,False,False,True,False
23,138014,12569,312,62,2,11.41,60,0.27,1,0,1,1,0,True,False,False,True,False,False,False,True,False
26,124865,183655,681,78,3,16.06,12,0.4,2,0,0,1,1,False,False,False,False,True,False,False,True,False
47,77453,237825,691,88,4,8.2,24,0.77,3,0,0,0,0,True,False,False,False,False,False,False,True,False
27,93378,95025,430,86,1,12.09,60,0.84,1,1,0,0,0,False,False,False,False,True,True,False,False,False
30,52291,70226,465,34,1,23.08,60,0.37,3,1,0,1,0,False,False,True,True,False,False,False,True,False
27,62079,48736,452,31,4,9.59,12,0.52,3,1,0,1,0,False,False,False,False,True,False,False,False,False
26,140005,224809,540,90,2,12.0,60,0.69,1,1,1,0,0,False,True,False,False,True,True,False,False,False
29,109516,195115,310,98,1,8.83,36,0.11,0,1,1,0,0,False,False,True,False,True,False,True,False,False
57,82171,177534,339,32,2,24.09,12,0.85,1,0,1,1,0,False,False,False,True,False,False,True,False,False
54,69728,167095,764,57,2,5.84,12,0.82,2,0,1,0,0,False,False,False,False,False,True,False,False,False
22,88584,12422,483,9,2,24.73,24,0.29,0,1,0,0,1,False,False,True,False,True,True,False,False,False
35,125458,115365,812,38,3,18.4,36,0.14,2,0,1,0,0,False,True,False,False,False,False,False,False,True
62,87818,128524,368,33,2,6.72,48,0.26,2,0,1,0,0,True,False,False,False,False,True,False,False,False
41,23357,111842,481,94,3,5.52,24,0.4,2,1,1,0,0,False,False,False,True,False,False,False,True,False
18,29368,224991,654,63,3,9.38,36,0.82,0,0,0,1,1,False,False,True,False,True,False,False,False,False
48,136581,237647,712,82,3,13.02,60,0.57,1,1,0,1,0,True,False,False,False,True,False,False,False,True
47,105710,40556,731,107,3,16.74,12,0.37,0,1,1,0,0,False,True,False,True,False,False,False,True,False
45,51236,112302,555,25,2,4.55,12,0.73,2,1,1,1,1,False,True,False,False,True,False,False,False,True
30,67061,227018,704,87,2,7.32,24,0.28,1,0,1,0,0,True,False,False,False,True,True,False,False,False
33,108334,93321,476,78,3,23.33,12,0.67,1,0,1,1,1,False,False,True,False,False,False,False,False,True
29,98736,76884,762,103,3,14.19,24,0.33,2,0,1,1,0,False,True,False,True,False,False,True,False,False
55,110751,107468,561,85,4,17.28,48,0.1,0,0,1,0,1,False,False,False,True,False,False,False,False,False
26,107280,149897,335,38,4,11.98,48,0.58,2,1,0,1,0,True,False,False,True,False,False,True,False,False
68,78873,108594,689,105,1,5.33,36,0.33,2,0,1,1,0,False,True,False,True,False,False,False,True,False
33,89434,130814,589,18,1,7.8,60,0.64,0,0,1,1,0,True,False,False,False,False,False,True,False,False
53,89968,127823,440,30,4,16.32,12,0.5,0,1,1,1,0,False,False,False,True,False,False,False,True,False
27,57324,6621,345,109,4,17.22,36,0.1,2,0,0,0,0,False,False,False,True,False,False,False,False,True
51,25649,176822,732,47,1,4.81,60,0.15,0,1,0,1,0,True,False,False,False,False,False,False,True,False
68,118136,149864,529,55,4,8.59,60,0.13,0,1,1,0,0,True,False,False,False,True,False,False,True,False
65,77405,125763,493,22,3,21.01,60,0.17,1,0,1,1,0,False,True,False,True,False,False,False,True,False
36,140200,13134,471,57,3,6.75,24,0.46,1,1,1,0,0,True,False,False,False,False,False,False,False,True
19,23065,220462,328,1,1,13.93,48,0.65,0,1,0,1,0,False,False,False,True,False,False,True,False,False
66,74774,99483,341,8,4,17.27,60,0.17,2,0,0,1,0,True,False,False,False,False,False,False,False,True
19,81425,66541,676,55,2,17.15,48,0.76,0,0,0,0,1,False,True,False,False,True,False,False,False,False
36,61614,35293,417,84,2,23.53,48,0.79,3,1,0,0,0,False,False,True,False,False,False,False,False,True
44,30072,159529,534,12,3,12.68,24,0.35,3,0,1,0,0,False,False,True,False,True,False,True,False,False
63,31669,202988,462,119,3,20.19,60,0.44,2,0,0,0,0,True,False,False,False,True,False,False,False,True
62,126611,223737,476,91,4,11.4,24,0.64,1,1,0,1,0,False,False,False,False,True,False,False,False,False
49,22604,48678,427,59,1,18.89,60,0.44,3,1,0,0,0,False,True,False,False,True,False,False,False,True
65,108875,144406,586,111,2,22.39,12,0.27,2,0,0,0,0,False,False,False,False,True,False,False,True,False
30,82869,205910,702,7,1,25.0,36,0.76,1,0,1,0,1,False,False,True,False,False,False,False,False,False
58,28499,175677,365,13,4,11.89,24,0.22,0,1,0,1,1,False,False,True,False,False,False,True,False,False
37,70135,53336,545,80,2,5.22,60,0.59,0,0,0,0,0,True,False,False,True,False,False,False,False,True
40,100722,61256,502,74,1,17.65,60,0.19,2,0,0,0,0,False,False,True,False,True,False,True,False,False
21,36881,221270,391,19,2,19.69,36,0.67,0,0,1,1,0,False,True,False,False,False,False,True,False,False
27,69219,136738,471,64,2,12.89,48,0.58,1,1,0,0,1,False,True,False,False,True,False,False,False,True
65,145814,158574,451,94,3,10.97,24,0.26,2,1,1,1,0,False,True,False,False,True,False,True,False,False
20,85595,216169,833,114,4,11.89,12,0.21,0,1,0,0,0,False,True,False,True,False,False,False,False,False
49,125018,10156,753,94,2,15.81,60,0.88,0,0,0,1,0,False,False,False,True,False,True,False,False,False
54,143402,132324,366,103,2,7.1,60,0.28,1,1,0,0,0,False,False,False,False,False,False,False,False,True
28,31018,62664,528,116,4,3.04,60,0.49,2,1,1,1,0,False,False,True,False,True,False,False,False,False
65,25875,239769,351,103,3,22.99,12,0.21,3,0,1,0,0,False,True,False,True,False,False,False,False,True
68,114838,6374,657,117,2,15.85,60,0.36,2,0,0,1,0,False,True,False,False,False,False,True,False,False
62,144744,34842,578,115,3,14.55,12,0.42,3,0,0,1,0,False,False,False,False,True,False,True,False,False
59,122707,71619,377,73,3,20.51,36,0.62,2,1,0,1,0,False,False,False,True,False,True,False,False,False
55,68102,130320,401,38,3,3.03,24,0.45,2,0,0,0,0,False,False,True,False,False,False,False,True,False
42,146594,62855,475,18,2,17.42,36,0.66,3,1,0,1,1,False,False,False,False,True,True,False,False,False
69,18592,42685,539,7,1,7.13,12,0.7,0,1,1,0,0,True,False,False,True,False,False,False,False,False
30,129312,47245,657,9,4,6.9,36,0.57,2,1,0,0,0,False,False,False,True,False,False,True,False,False
32,103368,121926,301,5,2,20.59,24,0.37,1,0,0,0,0,True,False,False,False,False,False,False,True,False
28,53863,188661,578,64,2,19.99,48,0.69,2,0,1,0,0,False,False,False,False,False,False,True,False,False
64,16100,190656,570,79,1,2.38,36,0.33,3,0,0,1,0,False,False,True,False,False,True,False,False,False
37,15785,84424,750,21,4,23.05,12,0.77,2,1,0,0,1,False,True,False,False,True,False,False,False,False
39,44160,38605,396,112,2,22.77,48,0.3,2,1,1,0,0,False,True,False,False,False,True,False,False,False
33,90220,157421,603,83,4,16.17,24,0.87,2,1,1,1,0,False,False,True,False,False,False,True,False,False
53,71309,44822,790,105,1,21.69,48,0.75,0,1,1,0,0,False,False,False,False,True,False,False,False,False
20,55878,155333,407,115,1,11.63,60,0.17,2,0,1,1,0,False,False,True,False,True,False,True,False,False
55,148795,196338,759,101,1,9.65,60,0.18,1,0,1,0,0,True,False,False,True,False,False,False,False,True
51,123614,98666,768,4,3,2.61,36,0.19,2,1,1,1,0,True,False,False,True,False,False,True,False,False
36,89264,228546,625,7,4,17.27,36,0.57,2,1,1,1,0,False,True,False,True,False,False,True,False,False
35,66131,66925,729,12,4,9.47,12,0.38,2,1,1,0,0,False,True,False,True,False,False,False,False,False
31,87291,206717,743,115,3,17.83,12,0.6,3,0,1,0,0,False,False,True,False,False,False,False,False,False
26,54800,84127,471,40,2,6.78,36,0.73,0,1,1,0,0,False,False,False,False,True,False,False,False,True
55,23143,61612,596,116,4,4.59,24,0.31,2,0,0,0,0,True,False,False,False,True,False,True,False,False
30,29193,120522,567,10,1,12.12,24,0.18,2,1,0,0,0,False,True,False,False,False,False,False,False,False
65,87459,186961,405,52,4,8.54,24,0.26,0,0,1,1,0,False,False,True,False,False,False,False,True,False
48,104359,23790,434,84,3,3.31,24,0.68,3,1,0,0,0,False,True,False,False,True,False,True,False,False
51,52158,105452,563,70,2,5.4,12,0.14,1,1,1,0,0,False,False,False,False,False,False,True,False,False
33,130113,56581,628,102,4,23.39,60,0.25,2,1,0,0,0,False,False,False,True,False,False,False,False,True
56,121797,21870,332,6,4,22.9,36,0.35,1,0,1,1,1,True,False,False,False,False,False,False,False,False
36,67695,203274,612,77,4,21.5,36,0.55,3,0,0,1,0,False,False,False,True,False,False,False,False,True
51,70614,247417,341,8,3,19.46,12,0.81,0,1,0,0,0,True,False,False,True,False,False,True,False,False
55,77267,183071,726,101,1,18.84,60,0.49,2,1,0,1,0,False,True,False,False,False,False,False,False,True
68,122552,111791,805,64,1,9.52,36,0.4,0,0,0,1,0,False,False,True,False,True,False,False,False,True
51,124813,93706,775,105,4,6.65,48,0.12,1,0,1,1,0,True,False,False,True,False,False,False,False,False
59,90292,160382,727,116,3,2.63,12,0.25,0,0,0,0,0,False,True,False,False,True,False,False,False,False
61,33785,190817,306,77,2,12.15,36,0.19,0,0,1,1,0,True,False,False,False,False,False,True,False,False
55,67726,216712,420,40,2,23.7,12,0.27,0,1,1,0,0,False,True,False,True,False,False,False,False,True
31,70523,101883,535,16,3,6.52,12,0.73,2,0,1,1,0,False,False,True,True,False,True,False,False,False
40,103666,66291,319,91,1,20.27,24,0.15,1,0,1,1,0,False,True,False,True,False,False,True,False,False
53,120924,156600,539,103,3,6.33,36,0.44,3,1,1,1,0,False,False,True,False,False,False,True,False,False
23,102285,238551,717,42,3,16.99,12,0.71,2,0,0,0,0,False,False,True,True,False,True,False,False,False
42,80511,197978,535,91,1,21.61,24,0.87,2,0,0,0,0,False,True,False,False,True,False,True,False,False
27,79393,190551,573,3,3,4.59,36,0.73,0,1,1,1,0,False,False,False,False,True,False,False,False,True
66,57718,140317,737,2,2,10.75,24,0.14,3,0,0,1,0,False,False,True,False,True,True,False,False,False
51,128837,18201,506,3,3,21.45,12,0.67,0,0,1,0,0,False,False,False,False,True,True,False,False,False
37,83305,133297,740,105,1,7.64,48,0.38,2,1,0,1,0,False,True,False,False,False,False,True,False,False
47,92350,34485,678,36,4,14.04,36,0.86,3,0,1,1,0,False,True,False,False,True,False,False,False,False
61,142273,32735,558,93,4,19.58,48,0.76,0,1,0,0,0,False,False,False,False,False,False,True,False,False
56,18607,58118,849,18,1,12.33,60,0.62,1,1,0,0,0,False,False,False,True,False,False,True,False,False
50,98316,64779,396,18,1,15.27,36,0.12,2,1,0,1,0,True,False,False,False,False,False,False,False,False
18,136720,55811,413,94,3,2.74,48,0.21,1,0,1,1,0,False,False,False,False,True,False,True,False,False
40,77632,185392,841,87,3,11.19,36,0.64,0,0,1,1,0,False,False,True,False,True,False,False,False,False
63,70110,170949,784,92,3,24.6,36,0.64,3,0,1,0,0,False,False,False,False,True,False,False,False,True
39,35732,179098,818,68,2,9.83,60,0.41,0,0,0,0,0,False,True,False,False,True,False,True,False,False
45,126863,78656,807,115,1,20.62,36,0.65,1,0,0,1,0,False,False,True,False,False,False,False,False,True
64,27148,14672,710,95,1,19.1,12,0.16,2,0,1,0,0,False,True,False,True,False,True,False,False,False
32,23592,60460,408,90,1,21.26,48,0.63,1,0,1,1,0,False,True,False,False,True,False,True,False,False
60,45827,70829,691,112,4,3.47,60,0.64,0,1,0,0,0,False,False,False,False,True,False,True,False,False
41,36447,247142,701,24,4,20.39,36,0.31,1,0,0,1,1,False,False,False,False,False,False,False,False,False
64,145252,150832,671,42,3,19.07,36,0.1,2,1,1,1,0,False,False,False,False,False,False,False,True,False
36,102341,35536,457,72,4,3.14,12,0.72,2,0,0,1,0,False,False,True,False,False,False,False,False,False
46,50376,184609,463,78,1,5.06,36,0.21,1,1,1,0,0,False,False,False,True,False,False,False,False,False
37,124367,207366,603,79,1,18.98,36,0.22,0,0,1,0,0,False,False,False,False,False,False,False,False,True
50,24181,12897,765,100,2,22.15,24,0.62,0,0,0,1,0,False,False,True,False,False,False,False,False,True
32,23049,92460,452,57,4,15.59,48,0.84,0,1,1,1,1,False,False,False,False,False,False,False,False,False
18,61482,60998,571,21,3,14.85,60,0.38,1,1,0,1,0,False,False,True,True,False,False,False,False,True
36,109747,47502,499,64,4,24.93,36,0.8,2,0,1,0,0,False,False,False,False,True,False,False,True,False
54,101266,225624,686,65,3,10.96,12,0.66,1,1,0,0,0,False,False,True,True,False,False,False,False,False
31,85707,178725,514,53,1,8.2,36,0.62,3,0,0,1,0,False,False,True,False,False,True,False,False,False
50,97093,35337,684,110,3,13.36,24,0.36,2,0,1,0,0,False,True,False,False,False,False,False,True,False
39,101133,110236,676,98,2,4.05,48,0.62,3,1,0,1,0,False,True,False,False,True,False,False,False,False
21,99997,189941,806,2,3,14.65,60,0.35,3,0,1,1,0,False,True,False,False,True,False,False,True,False
19,133240,19895,363,109,2,12.04,12,0.13,2,1,0,1,0,False,False,True,False,False,False,False,False,True
66,105651,41343,696,1,3,8.18,60,0.17,1,1,1,1,0,False,True,False,False,True,True,False,False,False
27,15290,140043,521,93,1,14.13,36,0.43,3,1,0,1,1,False,True,False,True,False,False,True,False,False
69,87541,112006,361,81,1,9.81,24,0.76,2,0,0,1,0,True,False,False,False,True,False,True,False,False
25,50538,15795,457,1,3,24.13,60,0.39,1,0,0,0,1,False,True,False,True,False,False,False,False,True
37,130063,150088,782,42,3,14.81,36,0.27,1,0,0,0,0,True,False,False,False,True,False,False,False,True
63,136258,86579,561,113,2,16.86,48,0.68,1,0,1,1,0,False,True,False,True,False,False,False,False,True
33,30157,160420,759,109,3,9.95,36,0.11,2,0,1,0,0,False,True,False,False,False,False,True,False,False
64,77507,208718,829,3,2,9.96,60,0.48,2,1,1,1,0,False,True,False,True,False,False,True,False,False
65,46530,201808,694,32,1,2.01,36,0.75,3,0,1,0,1,False,False,False,False,False,False,False,True,False
24,102893,238968,659,33,4,12.17,24,0.74,1,0,1,0,0,False,True,False,False,True,False,True,False,False
41,122806,132175,372,6,4,19.91,60,0.17,0,0,1,0,0,True,False,False,False,False,False,False,True,False
65,36904,56628,519,112,3,4.37,48,0.37,1,0,1,0,0,False,False,False,True,False,False,True,False,False
40,84458,191330,714,50,3,17.85,60,0.79,2,1,1,1,0,False,False,True,True,False,False,False,False,False
26,109406,64724,570,65,4,21.82,36,0.2,3,0,1,0,1,True,False,False,True,False,False,True,False,False
40,62872,213002,842,51,2,8.05,36,0.13,3,1,1,0,0,False,False,False,False,True,False,False,False,False
44,114441,196367,725,34,1,21.85,36,0.82,0,0,0,1,0,False,False,False,True,False,False,False,False,True
45,133533,22868,610,28,1,2.63,24,0.17,3,1,0,1,0,False,True,False,False,False,False,False,False,False
59,103598,195904,445,57,1,19.63,12,0.83,1,1,1,0,0,True,False,False,False,False,False,False,True,False
67,113170,92495,826,69,4,12.93,12,0.39,3,0,1,1,0,False,False,False,True,False,False,False,False,False
28,20531,117193,660,95,1,8.63,12,0.24,3,0,1,1,0,True,False,False,True,False,False,True,False,False
51,106872,28807,802,6,2,22.23,24,0.29,0,0,1,0,0,False,False,False,False,True,False,False,False,False
43,91675,190697,525,63,1,15.29,36,0.71,3,1,0,0,1,False,False,True,False,True,False,False,False,False
